#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-11-02T18:27:04 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5dbdc9ad607b	
#INFO	-out.max=unlimited	
#INFO	queryParameters=22	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/ApJ/810/71&tab:{J/ApJ/810/71/table3}&key:source=J/ApJ/810/71&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/810/71/table3
#-order=I
#-out=ID
#-out=HRG14
#-out=RAJ2000
#-out=DEJ2000
#-out=zphot
#-out=b_zphot
#-out=B_zphot
#-out=1500Mag
#-out=b_1500Mag
#-out=B_1500Mag
#

#RESOURCE=yCat_18100071
#Name: J/ApJ/810/71
#Title: UV mag of candidate galaxies at 3~<z~<8.5 (Finkelstein+, 2015)
#Table	J_ApJ_810_71_table3:
#Name: J/ApJ/810/71/table3
#Title: Catalog of candidate galaxies at 3.5~<z~<8.5
#Column	_RAJ2000	(F12.8)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F12.8)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	ID	(a19)	Catalog identifier	[ucd=meta.id]
#Column	HRG14	(A25)	IAU designation (JHHMMSS.ss+DDMMSS.s) (1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	zphot	(F5.2)	[2.8/8.4] Photometric redshift	[ucd=src.redshift]
#Column	b_zphot	(F5.2)	[0.2/8] Lower 68% confidence boundary in zphot	[ucd=stat.fit.param]
#Column	B_zphot	(F5.2)	[3.5/9.7] Upper 68% confidence boundary in zphot	[ucd=stat.fit.param]
#Column	1500Mag	(F6.2)	[-22.8/-15.4] Absolute AB magnitude at 1500 Angstroms	[ucd=phys.magAbs]
#Column	b_1500Mag	(F6.2)	[-23/-16] Lower 68% confidence boundary in 1500Mag	[ucd=stat.fit.param]
#Column	B_1500Mag	(F6.2)	[-22.7/-15] Lower 68% confidence boundary in 1500Mag	[ucd=stat.fit.param]
_RAJ2000;_DEJ2000;ID;HRG14;RAJ2000;DEJ2000;zphot;b_zphot;B_zphot;1500Mag;b_1500Mag;B_1500Mag
053.13303389;-27.78446611;z4_GSD_11037       ;HRG14 J033231.93-274704.1;053.133034;-27.784466; 3.58; 0.37; 3.95;-19.86;-20.28;-19.82
053.07620611;-27.85843111;z4_GSD_33575       ;HRG14 J033218.29-275130.4;053.076206;-27.858431; 3.58; 3.45; 3.74;-19.16;-19.24;-18.92
053.21058694;-27.81795694;z4_GSD_22070       ;HRG14 J033250.54-274904.6;053.210587;-27.817957; 3.58; 3.31; 3.77;-19.66;-19.74;-19.42
053.11410500;-27.84072889;z4_GSD_29409       ;HRG14 J033227.39-275026.6;053.114105;-27.840729; 3.58; 3.46; 3.77;-18.89;-19.00;-18.73
053.04119889;-27.80352611;z4_GSD_17470       ;HRG14 J033209.89-274812.7;053.041199;-27.803526; 3.58; 0.40; 3.80;-18.63;-18.83;-18.44
053.12311611;-27.85563500;z4_GSD_33018       ;HRG14 J033229.55-275120.3;053.123116;-27.855635; 3.58; 3.50; 3.75;-19.63;-19.73;-19.48
053.08641389;-27.81028389;z4_GSD_19519       ;HRG14 J033220.74-274837.0;053.086414;-27.810284; 3.58; 2.33; 4.22;-19.19;-19.69;-18.52
053.05923111;-27.80642889;z4_GSD_18401       ;HRG14 J033214.22-274823.1;053.059231;-27.806429; 3.58; 3.20; 3.83;-19.21;-19.35;-18.91
053.11954500;-27.84882389;z4_GSD_31520       ;HRG14 J033228.69-275055.8;053.119545;-27.848824; 3.58; 3.29; 3.83;-18.48;-18.59;-18.19
053.09399000;-27.83239389;z4_GSD_26741       ;HRG14 J033222.56-274956.6;053.093990;-27.832394; 3.58; 2.81; 3.92;-18.55;-18.78;-18.09
053.09727889;-27.81769000;z4_GSD_22013       ;HRG14 J033223.35-274903.7;053.097279;-27.817690; 3.58; 0.57; 3.93;-17.96;-18.21;-17.42
053.20280111;-27.81602889;z4_GSD_21445       ;HRG14 J033248.67-274857.7;053.202801;-27.816029; 3.58; 3.48; 3.74;-20.09;-20.17;-19.94
053.05506889;-27.77849389;z4_GSD_9047        ;HRG14 J033213.22-274642.6;053.055069;-27.778494; 3.58; 3.48; 3.69;-20.41;-20.52;-20.36
053.11658111;-27.86065694;z4_GSD_33922       ;HRG14 J033227.98-275138.4;053.116581;-27.860657; 3.58; 3.56; 4.36;-19.72;-20.50;-19.69
053.20089694;-27.78218306;z4_GSD_10327       ;HRG14 J033248.22-274655.9;053.200897;-27.782183; 3.58; 0.78; 3.81;-18.91;-19.16;-18.44
053.08402306;-27.82347694;z4_GSD_23770       ;HRG14 J033220.17-274924.5;053.084023;-27.823477; 3.58; 3.48; 3.72;-20.74;-20.88;-20.71
053.13589111;-27.74786000;z4_GSD_1715        ;HRG14 J033232.61-274452.3;053.135891;-27.747860; 3.58; 3.37; 3.77;-19.09;-19.16;-18.88
053.11634111;-27.75426111;z4_GSD_2760        ;HRG14 J033227.92-274515.3;053.116341;-27.754261; 3.58; 3.30; 3.80;-18.91;-19.00;-18.65
053.13195000;-27.74733500;z4_GSD_1549        ;HRG14 J033231.67-274450.4;053.131950;-27.747335; 3.58; 0.56; 3.85;-18.32;-18.49;-17.86
053.08808500;-27.80403500;z4_GSD_17651       ;HRG14 J033221.14-274814.5;053.088085;-27.804035; 3.58; 3.26; 3.83;-19.29;-19.46;-19.03
053.11646694;-27.85723889;z4_GSD_33326       ;HRG14 J033227.95-275126.1;053.116467;-27.857239; 3.58; 0.76; 3.85;-19.20;-19.41;-18.78
053.05326111;-27.83863389;z4_GSD_28667       ;HRG14 J033212.78-275019.1;053.053261;-27.838634; 3.58; 3.32; 3.81;-19.72;-19.92;-19.57
053.13201500;-27.76592306;z4_GSD_5302        ;HRG14 J033231.68-274557.3;053.132015;-27.765923; 3.59; 0.33; 3.88;-19.07;-19.38;-18.90
053.12546500;-27.78036111;z4_GSD_9691        ;HRG14 J033230.11-274649.3;053.125465;-27.780361; 3.59; 3.46; 3.78;-19.36;-19.46;-19.14
053.07845694;-27.87318000;z4_GSD_35669       ;HRG14 J033218.83-275223.4;053.078457;-27.873180; 3.59; 3.32; 3.79;-21.02;-21.13;-20.78
053.20731694;-27.77469389;z4_GSD_7419        ;HRG14 J033249.76-274628.9;053.207317;-27.774694; 3.59; 3.30; 4.60;-18.62;-19.33;-18.23
053.11086306;-27.80972111;z4_GSD_19371       ;HRG14 J033226.61-274835.0;053.110863;-27.809721; 3.59; 3.02; 3.87;-17.77;-17.95;-17.44
053.14381000;-27.80306389;z4_GSD_17334       ;HRG14 J033234.51-274811.0;053.143810;-27.803064; 3.59; 0.74; 3.83;-18.30;-18.53;-17.82
053.16655306;-27.75874500;z4_GSD_3746        ;HRG14 J033239.97-274531.5;053.166553;-27.758745; 3.59; 0.43; 3.83;-18.21;-18.51;-17.89
053.12330194;-27.86086694;z4_GSD_34013       ;HRG14 J033229.59-275139.1;053.123302;-27.860867; 3.59; 3.40; 3.86;-19.28;-19.45;-19.11
053.07384500;-27.79121806;z4_GSD_13429       ;HRG14 J033217.72-274728.4;053.073845;-27.791218; 3.59; 3.37; 3.87;-17.94;-18.17;-17.60
053.06433889;-27.77068500;z4_GSD_6664        ;HRG14 J033215.44-274614.5;053.064339;-27.770685; 3.59; 3.30; 3.89;-18.74;-18.95;-18.53
053.09661889;-27.84143306;z4_GSD_29597       ;HRG14 J033223.19-275029.2;053.096619;-27.841433; 3.59; 3.50; 3.70;-20.13;-20.21;-20.03
053.10951611;-27.84256389;z4_GSD_29955       ;HRG14 J033226.28-275033.2;053.109516;-27.842564; 3.59; 0.46; 3.81;-18.76;-18.91;-18.43
053.10314611;-27.80834194;z4_GSD_18996       ;HRG14 J033224.75-274830.0;053.103146;-27.808342; 3.59; 0.44; 4.01;-19.48;-19.76;-19.34
053.12229500;-27.79953389;z4_GSD_16206       ;HRG14 J033229.35-274758.3;053.122295;-27.799534; 3.59; 2.33; 4.33;-17.38;-17.89;-16.87
053.05279194;-27.80766889;z4_GSD_18786       ;HRG14 J033212.67-274827.6;053.052792;-27.807669; 3.59; 3.23; 3.79;-19.41;-19.56;-19.28
053.06070306;-27.84434500;z4_GSD_30397       ;HRG14 J033214.57-275039.6;053.060703;-27.844345; 3.59; 0.49; 3.85;-19.03;-19.19;-18.81
053.12902500;-27.77400000;z4_GSD_7621        ;HRG14 J033230.97-274626.4;053.129025;-27.774000; 3.59; 1.81; 4.48;-17.79;-18.43;-17.02
053.09644306;-27.75707389;z4_GSD_3325        ;HRG14 J033223.15-274525.5;053.096443;-27.757074; 3.59; 2.25; 4.98;-17.70;-18.12;-16.43
053.20385389;-27.79170389;z4_GSD_13613       ;HRG14 J033248.92-274730.1;053.203854;-27.791704; 3.60; 1.23; 4.03;-17.77;-18.15;-17.34
053.11453611;-27.76041806;z4_GSD_4084        ;HRG14 J033227.49-274537.5;053.114536;-27.760418; 3.60; 2.64; 3.89;-18.22;-18.51;-17.82
053.08734111;-27.83991611;z4_GSD_29025       ;HRG14 J033220.96-275023.7;053.087341;-27.839916; 3.60; 1.40; 3.83;-17.44;-17.78;-17.03
053.08736806;-27.83953500;z4_GSD_29028       ;HRG14 J033220.97-275022.3;053.087368;-27.839535; 3.60; 3.48; 3.73;-21.03;-21.14;-20.96
053.08184111;-27.84952889;z4_GSD_31682       ;HRG14 J033219.64-275058.3;053.081841;-27.849529; 3.60; 0.52; 3.87;-18.50;-18.76;-18.15
053.08559389;-27.86421000;z4_GSD_34551       ;HRG14 J033220.54-275151.2;053.085594;-27.864210; 3.60; 3.14; 3.91;-19.51;-19.79;-19.22
053.12949000;-27.83089611;z4_GSD_26234       ;HRG14 J033231.08-274951.2;053.129490;-27.830896; 3.60; 3.47; 3.78;-20.53;-20.69;-20.46
053.06404889;-27.76586500;z4_GSD_5289        ;HRG14 J033215.37-274557.1;053.064049;-27.765865; 3.60; 3.41; 3.77;-19.84;-20.00;-19.69
053.14624806;-27.81058111;z4_GSD_19703       ;HRG14 J033235.10-274838.1;053.146248;-27.810581; 3.60; 2.92; 3.89;-18.73;-18.98;-18.38
053.05752611;-27.82742111;z4_GSD_25035       ;HRG14 J033213.81-274938.7;053.057526;-27.827421; 3.60; 0.33; 3.83;-19.37;-19.61;-19.26
053.11280806;-27.84208111;z4_GSD_29774       ;HRG14 J033227.07-275031.5;053.112808;-27.842081; 3.60; 2.89; 4.21;-19.13;-19.60;-18.60
053.11285000;-27.80563694;z4_GSD_18127       ;HRG14 J033227.08-274820.3;053.112850;-27.805637; 3.60; 3.12; 3.82;-18.75;-18.91;-18.53
053.11821000;-27.78912694;z4_GSD_12719       ;HRG14 J033228.37-274720.9;053.118210;-27.789127; 3.61; 3.42; 3.84;-19.03;-19.27;-18.89
053.10833389;-27.82875389;z4_GSD_25540       ;HRG14 J033226.00-274943.5;053.108334;-27.828754; 3.61; 0.44; 3.93;-18.34;-18.67;-17.99
053.21890611;-27.80426389;z4_GSD_17723       ;HRG14 J033252.54-274815.4;053.218906;-27.804264; 3.61; 3.50; 3.74;-20.95;-21.05;-20.87
053.05789194;-27.79275111;z4_GSD_13954       ;HRG14 J033213.89-274733.9;053.057892;-27.792751; 3.61; 3.35; 3.81;-19.58;-19.74;-19.43
053.12075389;-27.86704806;z4_GSD_34972       ;HRG14 J033228.98-275201.4;053.120754;-27.867048; 3.61; 3.48; 3.78;-19.37;-19.48;-19.24
053.15479306;-27.82522611;z4_GSD_24384       ;HRG14 J033237.15-274930.8;053.154793;-27.825226; 3.62; 3.33; 3.82;-18.26;-18.43;-18.02
053.07244111;-27.79942111;z4_GSD_16170       ;HRG14 J033217.39-274757.9;053.072441;-27.799421; 3.62; 2.98; 3.88;-18.43;-18.73;-18.18
053.05591611;-27.83055694;z4_GSD_25310       ;HRG14 J033213.42-274950.0;053.055916;-27.830557; 3.62; 2.62; 3.91;-17.47;-17.81;-17.03
053.07674000;-27.76988194;z4_GSD_6402        ;HRG14 J033218.42-274611.6;053.076740;-27.769882; 3.62; 0.55; 3.96;-17.68;-18.14;-17.27
053.09866306;-27.85152194;z4_GSD_32134       ;HRG14 J033223.68-275105.5;053.098663;-27.851522; 3.62; 3.26; 3.86;-19.39;-19.57;-19.22
053.10421000;-27.81372806;z4_GSD_20751       ;HRG14 J033225.01-274849.4;053.104210;-27.813728; 3.62; 0.34; 3.89;-19.00;-19.29;-18.88
053.05456194;-27.86290694;z4_GSD_34362       ;HRG14 J033213.09-275146.5;053.054562;-27.862907; 3.62; 0.45; 3.78;-20.30;-20.54;-20.23
053.19817389;-27.83243611;z4_GSD_26603       ;HRG14 J033247.56-274956.8;053.198174;-27.832436; 3.62; 3.19; 3.88;-18.66;-18.83;-18.41
053.07675889;-27.86637500;z4_GSD_34883       ;HRG14 J033218.42-275158.9;053.076759;-27.866375; 3.62; 3.30; 3.86;-19.22;-19.43;-19.09
053.09626000;-27.84902806;z4_GSD_31534       ;HRG14 J033223.10-275056.5;053.096260;-27.849028; 3.62; 2.93; 4.06;-18.87;-19.32;-18.23
053.19142194;-27.77958111;z4_GSD_9410        ;HRG14 J033245.94-274646.5;053.191422;-27.779581; 3.62; 2.33; 3.91;-18.14;-18.29;-17.55
053.04308694;-27.77722194;z4_GSD_8663        ;HRG14 J033210.34-274638.0;053.043087;-27.777222; 3.62; 3.37; 3.90;-18.89;-19.08;-18.64
053.16289111;-27.84305611;z4_GSD_30082       ;HRG14 J033239.09-275035.0;053.162891;-27.843056; 3.62; 3.47; 3.79;-18.96;-19.16;-18.91
053.08762694;-27.83983611;z4_GSD_29026       ;HRG14 J033221.03-275023.4;053.087627;-27.839836; 3.62; 3.19; 3.81;-19.08;-19.29;-18.78
053.11632194;-27.81266194;z4_GSD_20399       ;HRG14 J033227.92-274845.6;053.116322;-27.812662; 3.62; 0.55; 3.85;-19.38;-19.58;-19.24
053.02895694;-27.79497694;z4_GSD_14646       ;HRG14 J033206.95-274741.9;053.028957;-27.794977; 3.62; 3.39; 3.87;-18.72;-18.92;-18.55
053.13432694;-27.75671611;z4_GSD_3192        ;HRG14 J033232.24-274524.2;053.134327;-27.756716; 3.63; 3.26; 3.83;-19.16;-19.24;-18.90
053.19213889;-27.74092111;z4_GSD_792         ;HRG14 J033246.11-274427.3;053.192139;-27.740921; 3.63; 0.77; 4.40;-19.68;-20.26;-19.46
053.04181694;-27.83859806;z4_GSD_29111       ;HRG14 J033210.04-275019.0;053.041817;-27.838598; 3.63; 2.60; 3.94;-18.41;-18.67;-18.05
053.11755000;-27.81076000;z4_GSD_19773       ;HRG14 J033228.21-274838.7;053.117550;-27.810760; 3.63; 0.70; 3.90;-18.71;-18.90;-18.43
053.12141389;-27.81462111;z4_GSD_21002       ;HRG14 J033229.14-274852.6;053.121414;-27.814621; 3.63; 3.57; 3.73;-21.18;-21.27;-21.13
053.21358500;-27.77522694;z4_GSD_8042        ;HRG14 J033251.26-274630.8;053.213585;-27.775227; 3.63; 0.53; 3.85;-19.71;-19.77;-19.48
053.09440194;-27.85617389;z4_GSD_33131       ;HRG14 J033222.66-275122.2;053.094402;-27.856174; 3.63; 3.43; 3.82;-19.47;-19.58;-19.28
053.09328111;-27.75803611;z4_GSD_3554        ;HRG14 J033222.39-274528.9;053.093281;-27.758036; 3.63; 3.50; 3.79;-19.82;-19.92;-19.70
053.03123889;-27.78521500;z4_GSD_11269       ;HRG14 J033207.50-274706.8;053.031239;-27.785215; 3.63; 3.53; 3.77;-21.30;-21.41;-21.20
053.20884306;-27.79630889;z4_GSD_15114       ;HRG14 J033250.12-274746.7;053.208843;-27.796309; 3.63; 0.44; 3.96;-19.17;-19.46;-18.93
053.05892611;-27.84641611;z4_GSD_30918       ;HRG14 J033214.14-275047.1;053.058926;-27.846416; 3.63; 3.16; 3.87;-18.75;-19.02;-18.40
053.15838194;-27.81343306;z4_GSD_20654       ;HRG14 J033238.01-274848.4;053.158382;-27.813433; 3.63; 3.29; 3.81;-18.87;-18.97;-18.60
053.12441306;-27.80036389;z4_GSD_16446       ;HRG14 J033229.86-274801.3;053.124413;-27.800364; 3.64; 0.46; 3.88;-19.86;-20.02;-19.65
053.17706694;-27.76435306;z4_GSD_4766        ;HRG14 J033242.50-274551.7;053.177067;-27.764353; 3.64; 3.58; 3.73;-21.91;-21.97;-21.85
053.11482611;-27.84989500;z4_GSD_31744       ;HRG14 J033227.56-275059.6;053.114826;-27.849895; 3.64; 3.21; 3.84;-19.68;-19.89;-19.39
053.13653889;-27.83442306;z4_GSD_27613       ;HRG14 J033232.77-275003.9;053.136539;-27.834423; 3.64; 0.48; 3.89;-18.35;-18.68;-18.03
053.07193389;-27.84252000;z4_GSD_29938       ;HRG14 J033217.26-275033.1;053.071934;-27.842520; 3.64; 3.56; 3.79;-19.94;-20.04;-19.84
053.19464889;-27.76425694;z4_GSD_4939        ;HRG14 J033246.72-274551.3;053.194649;-27.764257; 3.64; 0.51; 3.99;-17.42;-17.83;-16.92
053.06985500;-27.87487389;z4_GSD_35794       ;HRG14 J033216.77-275229.5;053.069855;-27.874874; 3.64; 0.62; 3.86;-18.73;-18.94;-18.41
053.10719306;-27.86924194;z4_GSD_35258       ;HRG14 J033225.73-275209.3;053.107193;-27.869242; 3.64; 3.42; 3.79;-19.97;-20.09;-19.83
053.07530611;-27.77497306;z4_GSD_7507        ;HRG14 J033218.07-274629.9;053.075306;-27.774973; 3.65; 3.48; 3.82;-20.50;-20.63;-20.41
053.20268194;-27.83105306;z4_GSD_26324       ;HRG14 J033248.64-274951.8;053.202682;-27.831053; 3.65; 3.13; 3.87;-19.11;-19.20;-18.75
053.05072389;-27.79704306;z4_GSD_15330       ;HRG14 J033212.17-274749.4;053.050724;-27.797043; 3.65; 3.11; 3.93;-18.77;-18.88;-18.26
053.16386806;-27.84906389;z4_GSD_31577       ;HRG14 J033239.33-275056.6;053.163868;-27.849064; 3.65; 2.81; 3.91;-17.74;-18.03;-17.38
053.07277694;-27.83060806;z4_GSD_26117       ;HRG14 J033217.47-274950.2;053.072777;-27.830608; 3.65; 3.40; 3.89;-20.11;-20.26;-19.92
053.08889806;-27.81565306;z4_GSD_21345       ;HRG14 J033221.34-274856.4;053.088898;-27.815653; 3.65; 3.30; 3.87;-19.11;-19.30;-18.88
053.18890806;-27.73694194;z4_GSD_487         ;HRG14 J033245.34-274413.0;053.188908;-27.736942; 3.65; 3.25; 3.99;-18.59;-18.79;-18.39
053.05180389;-27.85815389;z4_GSD_33500       ;HRG14 J033212.43-275129.4;053.051804;-27.858154; 3.65; 3.36; 3.98;-19.03;-19.25;-18.72
053.05654889;-27.78879000;z4_GSD_12611       ;HRG14 J033213.57-274719.6;053.056549;-27.788790; 3.65; 3.52; 3.78;-20.44;-20.59;-20.36
053.21218111;-27.78889111;z4_GSD_12665       ;HRG14 J033250.92-274720.0;053.212181;-27.788891; 3.65; 3.04; 3.86;-19.14;-19.39;-19.00
053.07183806;-27.79819111;z4_GSD_15721       ;HRG14 J033217.24-274753.5;053.071838;-27.798191; 3.65; 3.55; 3.78;-20.10;-20.16;-19.95
053.06076806;-27.80645611;z4_GSD_18394       ;HRG14 J033214.58-274823.2;053.060768;-27.806456; 3.65; 3.40; 3.86;-20.04;-20.20;-19.85
053.10742194;-27.86929889;z4_GSD_35257       ;HRG14 J033225.78-275209.5;053.107422;-27.869299; 3.65; 3.53; 3.82;-21.09;-21.28;-21.04
053.13485306;-27.74353806;z4_GSD_1098        ;HRG14 J033232.36-274436.7;053.134853;-27.743538; 3.65; 0.34; 3.91;-19.03;-19.20;-18.80
053.06158111;-27.83846889;z4_GSD_28757       ;HRG14 J033214.78-275018.5;053.061581;-27.838469; 3.66; 3.46; 3.86;-19.46;-19.64;-19.28
053.12892194;-27.75868389;z4_GSD_3718        ;HRG14 J033230.94-274531.3;053.128922;-27.758684; 3.66; 0.45; 3.93;-18.27;-18.47;-17.78
053.05633500;-27.80974611;z4_GSD_19436       ;HRG14 J033213.52-274835.1;053.056335;-27.809746; 3.66; 3.41; 3.88;-19.35;-19.52;-19.10
053.13614694;-27.74560694;z4_GSD_1349        ;HRG14 J033232.68-274444.2;053.136147;-27.745607; 3.66; 2.77; 3.94;-17.98;-18.26;-17.55
053.19009389;-27.78053889;z4_GSD_9713        ;HRG14 J033245.62-274649.9;053.190094;-27.780539; 3.66; 3.25; 3.85;-19.15;-19.21;-18.84
053.19373694;-27.81176194;z4_GSD_21107       ;HRG14 J033246.50-274842.3;053.193737;-27.811762; 3.66; 3.53; 3.85;-19.50;-19.60;-19.33
053.20414694;-27.80673000;z4_GSD_19384       ;HRG14 J033249.00-274824.2;053.204147;-27.806730; 3.66; 3.55; 3.77;-21.19;-21.31;-21.11
053.15240111;-27.74248889;z4_GSD_820         ;HRG14 J033236.58-274433.0;053.152401;-27.742489; 3.66; 3.34; 3.88;-19.88;-19.98;-19.68
053.08172194;-27.85690306;z4_GSD_33298       ;HRG14 J033219.61-275124.9;053.081722;-27.856903; 3.66; 0.48; 3.96;-18.61;-18.91;-18.35
053.06865306;-27.82963806;z4_GSD_25659       ;HRG14 J033216.48-274946.7;053.068653;-27.829638; 3.66; 0.71; 3.96;-18.90;-19.18;-18.69
053.09723694;-27.86579500;z4_GSD_34738       ;HRG14 J033223.34-275156.9;053.097237;-27.865795; 3.66; 3.58; 3.74;-22.35;-22.43;-22.30
053.06629611;-27.82686806;z4_GSD_24904       ;HRG14 J033215.91-274936.7;053.066296;-27.826868; 3.66; 1.76; 4.62;-17.80;-18.21;-17.16
053.14119000;-27.76809889;z4_GSD_5918        ;HRG14 J033233.89-274605.2;053.141190;-27.768099; 3.66; 3.29; 3.90;-17.95;-18.09;-17.63
053.14809000;-27.83341000;z4_GSD_27050       ;HRG14 J033235.54-275000.3;053.148090;-27.833410; 3.66; 0.40; 3.87;-20.19;-20.31;-20.05
053.16052611;-27.75467500;z4_GSD_2848        ;HRG14 J033238.53-274516.8;053.160526;-27.754675; 3.66; 1.86; 4.00;-18.02;-18.39;-17.68
053.10814306;-27.78709806;z4_GSD_12056       ;HRG14 J033225.95-274713.6;053.108143;-27.787098; 3.67; 0.49; 3.99;-18.41;-18.64;-17.86
053.06108111;-27.77835500;z4_GSD_8998        ;HRG14 J033214.66-274642.1;053.061081;-27.778355; 3.67; 0.34; 3.86;-19.73;-19.88;-19.59
053.17649500;-27.79698889;z4_GSD_15337       ;HRG14 J033242.36-274749.2;053.176495;-27.796989; 3.67; 0.43; 3.93;-18.03;-18.38;-17.80
053.12450806;-27.83672306;z4_GSD_28192       ;HRG14 J033229.88-275012.2;053.124508;-27.836723; 3.67; 3.58; 3.78;-20.57;-20.70;-20.53
053.02264389;-27.78343611;z4_GSD_10741       ;HRG14 J033205.43-274700.4;053.022644;-27.783436; 3.67; 2.98; 3.91;-19.12;-19.34;-18.67
053.07173500;-27.79843694;z4_GSD_15786       ;HRG14 J033217.22-274754.4;053.071735;-27.798437; 3.67; 3.59; 3.74;-21.05;-21.13;-21.00
053.01858500;-27.78154000;z4_GSD_10078       ;HRG14 J033204.46-274653.5;053.018585;-27.781540; 3.67; 3.39; 3.86;-20.03;-20.30;-19.95
053.07456194;-27.84726000;z4_GSD_31037       ;HRG14 J033217.89-275050.1;053.074562;-27.847260; 3.67; 3.58; 3.75;-22.11;-22.32;-22.10
053.18334194;-27.73284500;z4_GSD_223         ;HRG14 J033244.00-274358.2;053.183342;-27.732845; 3.67; 0.43; 3.95;-18.12;-18.48;-17.93
053.19877194;-27.77053111;z4_GSD_6624        ;HRG14 J033247.71-274613.9;053.198772;-27.770531; 3.67; 0.50; 3.92;-18.59;-18.88;-18.20
053.19743694;-27.80747194;z4_GSD_18721       ;HRG14 J033247.38-274826.9;053.197437;-27.807472; 3.67; 0.44; 4.00;-19.55;-19.98;-19.53
053.12380194;-27.76961111;z4_GSD_6470        ;HRG14 J033229.71-274610.6;053.123802;-27.769611; 3.68; 3.58; 3.81;-20.20;-20.25;-20.08
053.14635806;-27.83780306;z4_GSD_28554       ;HRG14 J033235.13-275016.1;053.146358;-27.837803; 3.68; 3.32; 3.85;-19.20;-19.37;-19.04
053.18751889;-27.77488500;z4_GSD_7940        ;HRG14 J033245.00-274629.6;053.187519;-27.774885; 3.68; 0.40; 3.88;-19.49;-19.66;-19.20
053.15103111;-27.80873306;z4_GSD_19100       ;HRG14 J033236.25-274831.4;053.151031;-27.808733; 3.68; 0.35; 3.87;-19.33;-19.62;-19.22
053.08890194;-27.87579194;z4_GSD_35916       ;HRG14 J033221.34-275232.8;053.088902;-27.875792; 3.68; 3.56; 3.84;-19.85;-19.92;-19.69
053.06747111;-27.85707889;z4_GSD_33342       ;HRG14 J033216.19-275125.5;053.067471;-27.857079; 3.68; 3.41; 3.87;-18.94;-19.08;-18.74
053.15008500;-27.81964306;z4_GSD_22601       ;HRG14 J033236.02-274910.7;053.150085;-27.819643; 3.68; 3.54; 3.84;-19.58;-19.68;-19.44
053.02975111;-27.79307694;z4_GSD_14077       ;HRG14 J033207.14-274735.1;053.029751;-27.793077; 3.68; 3.23; 3.89;-18.46;-18.64;-18.24
053.19895889;-27.73794000;z4_GSD_535         ;HRG14 J033247.75-274416.6;053.198959;-27.737940; 3.68; 3.56; 3.84;-21.42;-21.53;-21.31
053.13147694;-27.86209500;z4_GSD_34233       ;HRG14 J033231.55-275143.5;053.131477;-27.862095; 3.69; 3.26; 3.88;-18.82;-18.94;-18.59
053.12996694;-27.83026500;z4_GSD_26019       ;HRG14 J033231.19-274949.0;053.129967;-27.830265; 3.69; 0.43; 3.93;-19.55;-19.73;-19.41
053.17921111;-27.75745000;z4_GSD_3432        ;HRG14 J033243.01-274526.8;053.179211;-27.757450; 3.69; 3.53; 3.86;-19.48;-19.60;-19.35
053.14385611;-27.81577111;z4_GSD_21351       ;HRG14 J033234.53-274856.8;053.143856;-27.815771; 3.70; 3.44; 3.95;-18.91;-19.05;-18.65
053.08231000;-27.86133806;z4_GSD_34097       ;HRG14 J033219.75-275140.8;053.082310;-27.861338; 3.70; 3.37; 3.89;-19.42;-19.56;-19.19
053.18137389;-27.81583194;z4_GSD_21420       ;HRG14 J033243.53-274857.0;053.181374;-27.815832; 3.70; 0.86; 4.45;-16.68;-17.25;-16.05
053.11838889;-27.76541889;z4_GSD_5188        ;HRG14 J033228.41-274555.5;053.118389;-27.765419; 3.70; 0.53; 3.96;-18.53;-18.78;-18.29
053.10417889;-27.81729111;z4_GSD_21872       ;HRG14 J033225.00-274902.2;053.104179;-27.817291; 3.70; 0.53; 4.03;-18.48;-18.79;-18.08
053.06255000;-27.81892000;z4_GSD_22373       ;HRG14 J033215.01-274908.1;053.062550;-27.818920; 3.70; 3.38; 3.94;-19.43;-19.66;-19.23
053.05897111;-27.84420194;z4_GSD_30357       ;HRG14 J033214.15-275039.1;053.058971;-27.844202; 3.70; 0.39; 3.92;-19.61;-19.81;-19.48
